Console,GameName,Review,Score
PC,Guardians Of The Galaxy - Episode 2: Under Pressure Review,Good,7
PC,The Walking Dead: A New Frontier - Episode Five: Under the Gallows Review,Fair,6
XONE,The Town Of Light Review,Poor,4
PC,Steel Division: Normandy '44 Review,Great,8
NS,Arms Review,Good,7
PS4,Wipeout Omega Collection Review,Superb,9
PS4,Dirt 4 Review,Superb,9
XBOX,The Elder Scrolls III: Morrowind Review,Great,8
PC,Perception Review,Mediocre,5
PS4,Rime Review,Fair,6
PC,Endless Space 2 Review,Great,8
PS4,Call Of Duty: Black Ops 3 Zombies Chronicles Review,Great,8
PS4,Birthdays The Beginning Review,Mediocre,5
PC,Mages of Mystralia Review,Fair,6
PS4,Farpoint Review,Good,7
PC,The Surge Review,Good,7
PS4,Prey Review,Fair,6
XONE,NBA Playgrounds Review,Fair,6
PC,Strafe Review,Great,8
PC,Expeditions: Viking Review,Fair,6
PC,Pinstripe Review,Mediocre,5
NS,Tumbleseed Review,Fair,6
PC,Little Nightmares Review,Great,8
PC,Syberia 3 Review,Poor,4
PC,The Walking Dead: A New Frontier - Episode Four: Thicker Than Water Review,Good,7
PS4,The Sexy Brutale Review,Great,8
PS4,Cosmic Star Heroine Review,Fair,6
PS4,What Remains of Edith Finch Review,Superb,9
PS4,Sniper Ghost Warrior 3 Review,Mediocre,5
NS,Puyo Puyo Tetris Review,Great,8
PC,Outlast 2 Review,Good,7
PS4,The Disney Afternoon Collection Review,Good,7
NS,Mario Kart 8 Deluxe Review,Superb,9
PC,"Warhammer 40,000: Dawn Of War III Review",Great,8
PS4,Wonder Boy: The Dragon's Trap Review,Great,8
PS4,Guardians Of The Galaxy - Episode 1: Tangled Up In Blue Review,Good,7
PS4,Toukiden 2 Review,Good,7
PS4,Drawn To Death Review,Poor,4
PC,Hacknet - Labyrinths Review,Great,8
PS4,Momodora: Reverie Under The Moonlight Review,Fair,6
PS4,Bulletstorm: Full Clip Edition Review,Great,8
NS,Has-Been Heroes Review,Mediocre,5
PS4,Parappa The Rapper Remastered Review,Fair,6
XONE,Yooka-Laylee Review,Fair,6
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 3: Above The Law Review,Fair,6
PC,Thimbleweed Park Review,Good,7
PS4,Flatout 4: Total Insanity Review,Mediocre,5
PC,Dark Souls 3: The Ringed City Review,Great,8
PC,Stories Untold Review,Good,7
PS4,Everything Review,Fair,6
PS4,Mass Effect: Andromeda Review,Fair,6
PS4,Malicious Fallen Review,Mediocre,5
NS,Shovel Knight: Specter Of Torment Review,Great,8
PC,Styx: Shards Of Darkness Review,Fair,6
NS,Fast RMX Review,Good,7
NS,Snipperclips Review,Good,7
PC,Loot Rascals Review,Mediocre,5
NS,Super Bomberman R Review,Good,7
PS4,Psychonauts In The Rhombus Of Ruin Review,Fair,6
PC,Diluvion Review,Mediocre,5
XONE,Halo Wars 2 Review,Fair,6
PS4,Divide Review,Mediocre,5
PC,"Warhammer 40,000: Sanctus Reach Review",Poor,4
PC,Double Dragon 4 Review,Mediocre,5
PC,Beholder Review,Mediocre,5
PS4,Linelight Review,Good,7
PS4,Dynasty Warriors: Godseekers Review,Mediocre,5
PC,Urban Empire Review,Fair,6
PC,Tropico 4 Review,Good,7
PS4,Kingdom Hearts HD 2.8: Final Chapter Prologue Review,Good,7
PS4,Tales of Berseria Review,Good,7
PS4,Yakuza 0 Review,Great,8
PS4,Gravity Rush 2 Review,Superb,9
PS4,Wild Guns Reloaded Review,Great,8
PC,Chronos Review,Great,8
PS4,Shantae: Half-Genie Hero Review,Great,8
PC,Space Hulk: Deathwing Review,Poor,4
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 2: Ties That Bind Part Two Review,Great,8
PC,The Walking Dead: The Telltale Series - A New Frontier Ep. 1: Ties That Bind Part One Review,Superb,9
PC,Shadow Tactics: Blades of the Shogun Review,Great,8
PC,Werewolves Within Review,Good,7
XONE,Steep Review,Good,7
PS4,Killing Floor 2 Review,Great,8
PS4,Sword Art Online: Hollow Realization Review,Mediocre,5
PC,Silence Review,Good,7
PC,Cities: Skylines - Natural Disasters Review,Good,7
PC,Planet Coaster Review,Superb,9
PS4,Robinson: The Journey Review,Good,7
PS4,The Last Guardian Review,Superb,9
XONE,Dead Rising 4 Review,Good,7
PC,Orwell Review,Great,8
PS4,Final Fantasy 15 Review,Great,8
PS4,Watch Dogs 2 Review,Great,8
PS4,Overcooked Review,Great,8
PS4,Hitman Episode One Review,Good,7
PS4,Hitman Episode Two Review,Good,7
PC,Football Manager 2017 Review,Good,7
X360,Doom Review,Good,7
PS4,Here They Lie Review,Great,8
PS4,Dragon Ball: Xenoverse 2 Review,Good,7
PS4,Dishonored 2 Review,Great,8
PC,Tyranny Review,Great,8
PC,Skyshine's Bedlam Review,Fair,6
PC,Warhammer: End Times -- Vermintide Review,Good,7
PC,Batman - The Telltale Series: New World Order - Episode 3 Review,Fair,6
PS4,Oceanhorn Review,Mediocre,5
XONE,Halo 5: Guardians Review,Great,8
PC,Butcher Review,Great,8
PS4,World of Final Fantasy Review,Fair,6
PC,Civilization 6 Review,Superb,9
PS4,100ft Robot Golf Review,Mediocre,5
PC,The Silver Case Review,Mediocre,5
PS4,WWE 2K17 Review,Fair,6
PC,Eagle Flight Review,Good,7
PC,Giant Machines 2017 Review,Mediocre,5
PS4,RIGS Mechanized Combat League Review,Fair,6
PC,Shadow Warrior 2 Review,Great,8
PC,Duke Nukem 3D: 20th Anniversary World Tour Review,Mediocre,5
PC,Atlas Reactor Review,Great,8
PS4,Rise of the Tomb Raider Review,Superb,9
PS4,Battlezone VR Review,Good,7
XONE,Gears of War 4 Review,Good,7
PS4,PlayStation VR Worlds Review,Fair,6
PS4,Batman: Arkham VR Review,Good,7
PS4,Until Dawn: Rush of Blood Review,Mediocre,5
PS4,SuperHyper Cube Review,Fair,6
PC,World of Warcraft: Legion Review,Superb,9
PS4,NBA2K17 Review,Superb,9
PS4,God Eater 2: Rage Burst Review,Great,8
PS4,Pro Evolution Soccer 2017 Review,Great,8
PC,Batman - The Telltale Series: Children of Arkham - Episode 2 Review,Fair,6
XONE,ReCore Review,Fair,6
PS4,The Tomorrow Children Review,Bad,3
PC,The Final Station Review,Good,7
PS4,F1 2016 Review,Great,8
PC,Mother Russia Bleeds Review,Good,7
PS4,Grow Up Review,Mediocre,5
PC,Obduction Review,Good,7
PC,Master of Orion Review,Good,7
PS4,Jojo's Bizarre Adventure: Eyes of Heaven Review,Fair,6
PS4,Attack on Titan Review,Fair,6
PS4,The King of Fighters XIV Review,Great,8
PC,Deus Ex: Mankind Divided Review,Great,8
PS4,Bound Review,Good,7
PC,Kentucky Route Zero Act IV Review,Superb,9
PC,This is the Police Review,Good,7
PC,Batman - The Telltale Series: Realm of Shadows - Episode 1 Review,Great,8
PS4,God Eater Resurrection Review,Fair,6
PC,Necropolis Review,Fair,6
PC,Quadrilateral Cowboy Review,Superb,9
PS4,Headlander Review,Great,8
PC,The Assembly Review,Mediocre,5
PS4,I Am Setsuna Review,Good,7
PC,Brigador Review,Good,7
PS4,Ghostbusters Review,Bad,3
PS4,The Technomancer Review,Fair,6
PC,Breached Review,Bad,3
PS4,Song of the Deep Review,Fair,6
PS4,Furi Review,Great,8
XONE,7 Days to Die Review,Terrible,2
PS4,Asemblance Review,Mediocre,5
PC,I Get This Call Every Day Review,Good,7
PC,Space Run Galaxy Review,Great,8
PC,Dead by Daylight Review,Fair,6
PC,Duskers Review,Great,8
XONE,The Division: Underground Expansion Review,Good,7
PC,The Solus Project Review,Mediocre,5
PS4,Umbrella Corps Review,Bad,3
PS4,Lego Star Wars: The Force Awakens Review,Good,7
PS4,Star Ocean: Integrity and Faithlessness Review,Mediocre,5
PS4,Trials of the Blood Dragon Review,Good,7
PC,The Way Review,Fair,6
PC,Hearts of Iron 4 Review,Great,8
PS4,Dangerous Golf Review,Poor,4
XONE,Tropico 5 Penultimate Edition Review,Good,7
PC,Sherlock Holmes: The Devil's Daughter Review,Fair,6
PC,Excubitor Review,Great,8
XONE,Mirror's Edge Catalyst Review,Good,7
X360,Mirror's Edge Review,Good,7
PC,Edge of Nowhere Review,Great,8
PS4,Odin Sphere Leifthrasir Review,Great,8
PC,Duelyst Review,Great,8
PS4,Teenage Mutant Ninja Turtles: Mutants in Manhattan Review,Poor,4
PC,The Witcher 3: Wild Hunt - Blood and Wine Review,Great,8
PC,Overwatch Review,Superb,9
PC,Hitman Go VR Review,Fair,6
PS4,Shadow of the Beast Review,Mediocre,5
PS4,Party Hard Review,Good,7
PC,Total War: Warhammer Review,Superb,9
PC,Stellaris Review,Good,7
PC,Soft Body Review,Great,8
PC,Tastee: Lethal Tactics Review,Good,7
PS4,The Magic Circle: Gold Edition Review,Good,7
PS4,Alienation Review,Great,8
PS4,Destiny: The Taken King Review,Great,8
PC,Galak-Z: The Void Review,Fair,6
PS4,Uncharted 4: A Thief's End Review,Essential,1
PS4,"Invisible, Inc. Console Edition Review",Great,8
PC,P.O.L.L.E.N Review,Mediocre,5
PC,Offworld Trading Company Review,Superb,9
XONE,The Walking Dead: Michonne - Episode 3: What We Deserve Review,Great,8
PC,Ashes of the Singularity Review,Poor,4
PC,The Aquatic Adventure of the Last Human Review,Great,8
PC,The Banner Saga 2 Review,Great,8
PS4,Dead Star Review,Good,7
PC,Baldur's Gate: Siege of Dragonspear Review,Great,8
PS4,Salt and Sanctuary Review,Great,8
PS4,MLB The Show 16 Review,Great,8
PS4,Ratchet & Clank Review,Great,8
PS4,Enter the Gungeon Review,Good,7
XONE,The Walking Dead: Michonne - Episode 2: Give No Shelter Review,Superb,9
PC,Grim Dawn Review,Great,8
PC,Hyper Light Drifter Review,Superb,9
PC,Slain Review,Mediocre,5
PC,Into the Stars Review,Fair,6
PC,Black Desert Online Review,Good,7
XONE,Quantum Break Review,Fair,6
PC,Adr1ft Review,Mediocre,5
PC,Lucky's Tale Review,Mediocre,5
PS4,Dirt Rally Review,Great,8
PC,Galactic Civilizations III: Mercenaries Review,Poor,4
PS4,Republique Review,Great,8
PC,Cities: Skylines Snowfall Review,Good,7
PC,Moon Hunters Review,Mediocre,5
PC,Shardlight Review,Fair,6
XONE,EA Sports UFC 2 Review,Good,7
PC,Casey Powell Lacrosse 16 Review,Mediocre,5
PS4,Naruto Shippuden: Ultimate Ninja Storm 4 Review,Good,7
PS4,Heavy Rain Review,Good,7
PC,Devil Daggers Review,Great,8
PC,Gears of War: Ultimate Edition Review,Fair,6
X360,Gears of War Review,Superb,9
PS4,Klaus Review,Good,7
PC,Fortified Review,Fair,6
PC,Pillars of Eternity: The White March Part 2 Review,Mediocre,5
PC,Superhot Review,Great,8
PS4,Arslan: The Warrior of Legend Review,Good,7
XONE,Assassin's Creed Chronicles: Russia Review,Mediocre,5
PS4,Dying Light: The Following Review,Great,8
PC,Layers of Fear Review,Good,7
PS4,Unravel Review,Good,7
PC,Devilian Review,Fair,6
PC,The Mean Greens - Plastic Warfare Review,Poor,4
X360,Dead Island: Riptide Review,Poor,4
PC,Blade & Soul Review,Fair,6
X360,Dragon's Lair Review,Poor,4
PS4,Lego Marvel's Avengers Review,Good,7
PS4,The Deadly Tower of Monsters Review,Fair,6
PC,Hard West Review,Good,7
PC,Bombshell Review,Terrible,2
XONE,This War of Mine: The Little Ones Review,Good,7
PC,Tharsis Review,Fair,6
PS4,Gravity Rush Remastered Review,Good,7
PC,Minecraft Story Mode--Episode 4: A Block and a Hard Place Review,Good,7
PS4,The Witness Review,Superb,9
PC,Homeworld: Deserts of Kharak Review,Superb,9
PC,King's Quest Chapter 2: Rubble Without a Cause Review,Mediocre,5
PC,Dirt Rally Review,Great,8
XONE,Resident Evil 0: HD Remaster Review,Good,7
PC,Oxenfree Review,Great,8
PS4,Fat Princess Adventures Review,Mediocre,5
XONE,Assassin’s Creed Chronicles: India Review,Good,7
PS4,Amplitude Review,Good,7
PS4,Beyond: Two Souls Review,Great,8
PS3,Yakuza 5 Review,Great,8
PS4,The Crew: Wild Run Edition Review,Fair,6
XONE,Forza Motorsport 6 Review,Great,8
PC,Anno 2205 Review,Mediocre,5
PS4,Bloodborne: The Old Hunters Review,Superb,9
PC,Starcraft 2: Legacy of the Void Review,Great,8
PC,The Park Review,Good,7
PC,Game of Thrones: Episode Six — The Ice Dragon Review,Great,8
PC,Read Only Memories Review,Great,8
PC,Football Manager 2016 Review,Good,7
PS4,WWE 2K16 Review,Poor,4
PC,Sword Coast Legends Review,Fair,6
PC,Minecraft: Story Mode Episode Two -- Assembly Required Review,Great,8
PS4,Assassin's Creed Syndicate Review,Superb,9
PS4,Tales of Zestiria Review,Fair,6
PS4,Guitar Hero Live Review,Fair,6
PC,Mushroom 11 Review,Fair,6
PC,"Life is Strange, Episode Five Review",Fair,6
PC,Tales from the Borderlands: Episode Five — The Vault of the Traveler Review,Superb,9
PS4,Metal Gear Solid V: The Phantom Pain Review,Essential,1
PC,Prison Architect Review,Good,7
PS4,NBA Live 16 Review,Mediocre,5
PC,Minecraft: Story Mode Episode One--The Order of the Stone Review,Good,7
XONE,Transformers: Devastation Review,Good,7
XONE,Elite: Dangerous Review,Good,7
PC,Grand Ages: Medieval Review,Mediocre,5
PC,The Witcher 3: Wild Hunt - Hearts of Stone Review,Superb,9
PC,Sid Meier's Civilization: Beyond Earth - Rising Tide Review,Superb,9
PS4,Dragon Quest Heroes: The World Tree's Woe and the Blight Below Review,Great,8
PS4,Rock Band 4 Review,Good,7
PC,Cities: Skylines After Dark Review,Great,8
PC,The Beginner's Guide Review,Great,8
PS4,Afro Samurai 2: Revenge of Kuma Volume One Review,Terrible,2
PS4,LEGO Dimensions Review,Great,8
PS3,Disgaea 4: A Promise Unforgotten Review,Good,7
PS4,Disgaea 5: Alliance of Vengeance Review,Great,8
PC,SOMA Review,Superb,9
PC,Act of Aggression Review,Good,7
PC,Shadowrun: Hong Kong Review,Great,8
PC,World of Warships Review,Great,8
PC,Satellite Reign Review,Fair,6
PC,The Witcher Review,Great,8
PC,Pillars of Eternity: The White March Part 1 Review,Fair,6
PS4,Tearaway Unfolded Review,Great,8
PS4,Dishonored: Definitive Edition Review,Great,8
PC,Sorcerer King Review,Great,8
PS4,Toy Soldiers: War Chest Review,Mediocre,5
PS4,Lego Jurassic World Review,Fair,6
PS4,Mad Max Review,Fair,6
XONE,Mega Man Legacy Collection Review,Good,7
PS4,Zombi Review,Good,7
PS4,Madden NFL 16 Review,Great,8
XONE,Gears of War: Ultimate Edition Review,Good,7
PS4,Dragon Age: Inquisition - The Descent Review,Fair,6
PS4,Until Dawn Review,Great,8
XONE,The Bridge Review,Good,7
PC,Volume Review,Great,8
PC,Tales from the Borderlands: Episode Four - Escape Plan Bravo Review,Fair,6
PC,The Talos Principle: Road To Gehenna Review,Good,7
PS4,Everybody's Gone to the Rapture Review,Superb,9
PC,Cabal 2 Review,Poor,4
PS3,The Walking Dead: Season 2 Episode 3 - In Harm's Way Review,Great,8
PC,Fract OSC Review,Fair,6
PS3,The Walking Dead: 400 Days Review,Superb,9
PS3,Legasista Review,Good,7
X360,The Simpsons Arcade Game Review,Bad,3
PC,The Settlers: Rise of an Empire Review,Good,7
PS2,Ratchet: Deadlocked Review,Great,8
XBOX,Fable: The Lost Chapters Review,Great,8
PC,World of Warcraft Review,Superb,9
PS4,Red Goddess: Inner World Review,Bad,3
PS4,N++ Review,Great,8
PS4,Galak-Z: The Dimensional Review,Great,8
XONE,Rare Replay Review,Great,8
PS4,Godzilla Review,Bad,3
PS4,Rocket League Review,Superb,9
PC,Victor Vran Review,Fair,6
PC,King's Quest Chapter 1: A Knight to Remember Review,Great,8
PC,Blues and Bullets: Episode One Review,Good,7
XONE,"Life is Strange, Episode Four Review",Fair,6
PC,Trove Review,Good,7
PS4,Prototype Biohazard Bundle Review,Mediocre,5
PS4,Rory McIlroy PGA Tour Review,Poor,4
PC,Dreamfall Chapters Book 3: Realms Review,Great,8
PC,Card Hunter: Expedition to the Sky Citadel Review,Great,8
PS4,Journey (PS4) Review,Essential,1
XONE,Trials Fusion: Awesome Level Max Edition Review,Good,7
PC,Game of Thrones: Episode Five — A Nest of Vipers Review,Superb,9
PS4,The Elder Scrolls Online: Tamriel Unlimited Review,Fair,6
PC,F1 2015 Review,Fair,6
PC,Guild of Dungeoneering Review,Great,8
PC,Legends of Eisenwald Review,Good,7
PS4,God of War 3 Remastered Review,Great,8
PC,Traverser Review,Fair,6
PC,Final Fantasy XIV: Heavensward Review,Superb,9
PS4,PlanetSide 2 Review (PS4) Review,Good,7
PC,The Red Solstice Review,Good,7
PS4,Whispering Willows Review,Good,7
PC,Ronin Review,Good,7
PC,Dirty Bomb Review,Mediocre,5
XONE,Halo: The Master Chief Collection Review,Fair,6
PC,The Masterplan Review,Mediocre,5
PC,Her Story Review,Great,8
PC,Tales from the Borderlands: Episode Three — Catch a Ride Review,Superb,9
PS4,Wander Review,Terrible,2
PC,Technobabylon Review,Great,8
PS4,Batman: Arkham Knight Review,Good,7
PC,Heroes of the Storm Review,Superb,9
PC,Massive Chalice Review,Fair,6
PC,Kholat Review,Poor,4
PC,Shadowrun Chronicles: Boston Lockdown Review,Bad,3
PC,Carmageddon: Reincarnation Review,Poor,4
PC,Sym Review,Poor,4
PC,Neon Struct Review,Fair,6
PC,The Incredible Adventures of Van Helsing 3 Review,Fair,6
PC,Interloper Review,Great,8
PC,Hatred Review,Bad,3
PC,Magicka 2 Review,Good,7
PC,Magnetic: Cage Closed Review,Bad,3
PC,Sunset Review,Good,7
PC,Game of Thrones: Episode Four — Sons of Winter Review,Mediocre,5
XONE,Mortal Kombat X Review,Great,8
PS4,Schrodinger's Cat And The Raiders Of The Lost Quark Review,Mediocre,5
XONE,"Life is Strange, Episode Three Review",Great,8
PC,Galactic Civilizations III Review,Great,8
PC,Action Henk Review,Good,7
PC,"Invisible, Inc. Review",Good,7
PC,Last Word Review,Good,7
PC,Magicka: Wizard Wars Review,Fair,6
PC,Windward Review,Bad,3
PS4,Color Guardians Review,Bad,3
PC,StarDrive 2 Review,Fair,6
PS4,Not A Hero Review,Good,7
PC,Project CARS Review,Great,8
PC,Toren Review,Mediocre,5
X360,Call of Duty 4: Modern Warfare Review,Superb,9
PC,Inside My Radio Review,Good,7
PC,Vertiginous Golf Review,Good,7
PS4,Lost Orbit Review,Good,7
PC,Verdun Review,Fair,6
PC,Remnants of Isolation Review,Mediocre,5
PC,JumpJet Rex Review,Mediocre,5
PC,The Weaponographist Review,Good,7
PS4,Ziggurat Review,Good,7
XONE,State of Decay: Year One Survival Edition Review,Mediocre,5
PC,Crypt of the NecroDancer Review,Great,8
PC,Broken Age: Act 2 Review,Fair,6
PC,Tower of Guns Review,Great,8
PC,I Am Bread Review,Mediocre,5
PC,Age of Wonders III: Eternal Lords Review,Great,8
PC,Halo: Spartan Strike Review,Good,7
PC,Dungeons 2 Review,Fair,6
PC,VoidExpanse Review,Poor,4
PC,"Slow Down, Bull Review",Fair,6
PC,The Charnel House Trilogy Review,Mediocre,5
PS4,We Are Doomed Review,Mediocre,5
PC,Worlds of Magic Review,Terrible,2
PC,Titan Souls Review,Good,7
PC,Infinite Crisis Review,Fair,6
PS4,Paperbound Review,Good,7
PS4,Bastion Review,Great,8
PC,Pillars of Eternity Review,Great,8
PS4,MLB 15: The Show Review,Great,8
PC,Dyscourse Review,Good,7
PC,Three Fourths Home: Extended Edition Review,Great,8
PC,Sunless Sea Review,Fair,6
PC,Sid Meier's Starships Review,Poor,4
PC,Dreamfall Chapters Book Two: Rebels Review,Good,7
PS4,Resogun Defenders Review,Good,7
PC,Dragon Age: Inquisition - Jaws of Hakkon Review,Good,7
PS4,"Life is Strange, Episode Two Review",Good,7
PC,Game of Thrones: Episode Three – The Sword in the Darkness Review,Great,8
PS4,Borderlands: The Handsome Collection Review,Great,8
PS4,Bloodborne Review,Superb,9
PC,Borderlands: The Pre-Sequel - Claptastic Voyage Review,Fair,6
PC,Woolfe - The Red Hood Diaries Review,Poor,4
PC,Frozen Cortex Review,Good,7
PC,Robot Roller-Derby Disco Dodgeball Review,Fair,6
PS4,Bladestorm: Nightmare Review,Mediocre,5
PS4,Final Fantasy Type-0 HD Review,Great,8
XONE,LA Cops Review,Bad,3
XONE,Resident Evil: Revelations 2 - Episode Four Review,Good,7
XONE,Battlefield: Hardline Review,Good,7
PC,Tales from the Borderlands: Episode Two — Atlas Mugged Review,Great,8
XONE,White Night Review,Fair,6
PC,Trash TV Review,Fair,6
PC,Deathtrap Review,Good,7
PC,Shelter 2 Review,Fair,6
PC,Hotline Miami 2: Wrong Number Review,Superb,9
XONE,Resident Evil: Revelations 2 - Episode Three Review,Great,8
PC,Homeworld Remastered Collection Review,Great,8
XONE,Ori and the Blind Forest Review,Superb,9
PC,There Came An Echo Review,Poor,4
PS4,Dragon Ball: Xenoverse Review,Fair,6
PS4,Helldivers Review,Great,8
PS4,Q*Bert Rebooted Review,Bad,3
XONE,Screamride Review,Good,7
XONE,Resident Evil: Revelations 2 - Episode Two Review,Fair,6
PC,Oblitus Review,Great,8
PC,Republique Review,Great,8
XONE,Hand of Fate Review,Good,7
PC,Sleeping Dogs: Definitive Edition Review,Great,8
XONE,Resident Evil: Revelations 2 - Episode One Review,Good,7
PC,Aaru's Awakening Review,Poor,4
PC,Grow Home Review,Great,8
PS4,The Order: 1886 Review,Mediocre,5
PC,The Legend of Candlewind: Nights & Candles Review,Terrible,2
PC,Heroes of Might & Magic III - HD Edition Review,Fair,6
PC,Total War: Attila Review,Good,7
X360,Ultra Street Fighter IV Review,Great,8
PC,Raven's Cry Review,Abysmal,1
